Date,Open,High,Low,Close,Adj Close,Volume
2020-11-17,7150.000000,7425.000000,7150.000000,7275.000000,7275.000000,19444400
2020-11-18,7300.000000,7425.000000,7300.000000,7350.000000,7350.000000,12693300
2020-11-19,7350.000000,7375.000000,7250.000000,7275.000000,7275.000000,8422500
2020-11-20,7300.000000,7350.000000,7175.000000,7225.000000,7225.000000,13621800
2020-11-23,7300.000000,7300.000000,7225.000000,7275.000000,7275.000000,7560300
2020-11-24,7350.000000,7350.000000,7225.000000,7250.000000,7250.000000,9553000
2020-11-25,7300.000000,7350.000000,7125.000000,7150.000000,7150.000000,18608200
2020-11-26,7125.000000,7250.000000,7125.000000,7225.000000,7225.000000,6716000
2020-11-27,7175.000000,7350.000000,7175.000000,7300.000000,7300.000000,11056100
2020-11-30,7325.000000,7350.000000,7000.000000,7100.000000,7100.000000,41426700
2020-12-01,7125.000000,7175.000000,7025.000000,7100.000000,7100.000000,12223000
2020-12-02,7100.000000,7250.000000,7100.000000,7150.000000,7150.000000,20584900
2020-12-03,7200.000000,7275.000000,7050.000000,7050.000000,7050.000000,17398300
2020-12-04,7075.000000,7100.000000,7000.000000,7025.000000,7025.000000,7084500
2020-12-07,7025.000000,7150.000000,7025.000000,7100.000000,7100.000000,15162700
2020-12-08,7100.000000,7125.000000,7000.000000,7000.000000,7000.000000,20773900
2020-12-10,7000.000000,7075.000000,6975.000000,6975.000000,6975.000000,24969200
2020-12-11,7000.000000,7025.000000,6925.000000,6925.000000,6925.000000,12019500
2020-12-14,6925.000000,7025.000000,6900.000000,7025.000000,7025.000000,14940000
2020-12-15,7025.000000,7050.000000,6850.000000,6900.000000,6900.000000,24500700
2020-12-16,6900.000000,6975.000000,6900.000000,6900.000000,6900.000000,21226500
2020-12-17,6900.000000,6975.000000,6850.000000,6850.000000,6850.000000,13726500
2020-12-18,6850.000000,6950.000000,6825.000000,6825.000000,6825.000000,18415800
2020-12-21,6825.000000,7075.000000,6825.000000,7050.000000,7050.000000,18759700
2020-12-22,7050.000000,7075.000000,6825.000000,6825.000000,6825.000000,17134800
2020-12-23,6875.000000,6925.000000,6700.000000,6800.000000,6800.000000,10921000
2020-12-28,6900.000000,6925.000000,6725.000000,6925.000000,6925.000000,5918900
2020-12-29,6925.000000,6950.000000,6825.000000,6825.000000,6825.000000,7869500
2020-12-30,6825.000000,6900.000000,6750.000000,6850.000000,6850.000000,13708100
2021-01-04,6850.000000,6900.000000,6775.000000,6825.000000,6825.000000,6655300
2021-01-05,6825.000000,6925.000000,6825.000000,6850.000000,6850.000000,14953600
2021-01-06,6850.000000,6875.000000,6700.000000,6750.000000,6750.000000,13331700
2021-01-07,6750.000000,6825.000000,6750.000000,6775.000000,6775.000000,7031400
2021-01-08,6775.000000,6825.000000,6750.000000,6800.000000,6800.000000,12862000
2021-01-11,6800.000000,6825.000000,6750.000000,6750.000000,6750.000000,15471100
2021-01-12,6800.000000,6900.000000,6725.000000,6725.000000,6725.000000,15844300
2021-01-13,6800.000000,6800.000000,6700.000000,6700.000000,6700.000000,13975500
2021-01-14,6750.000000,6775.000000,6700.000000,6725.000000,6725.000000,9115700
2021-01-15,6725.000000,6775.000000,6650.000000,6675.000000,6675.000000,12883300
2021-01-18,6675.000000,6850.000000,6650.000000,6850.000000,6850.000000,12872200
2021-01-19,6900.000000,7025.000000,6800.000000,6800.000000,6800.000000,29859400
2021-01-20,6800.000000,6850.000000,6750.000000,6750.000000,6750.000000,12921600
2021-01-21,6800.000000,6825.000000,6750.000000,6775.000000,6775.000000,7256800
2021-01-22,6800.000000,6850.000000,6675.000000,6675.000000,6675.000000,12729400
2021-01-25,6675.000000,6750.000000,6600.000000,6625.000000,6625.000000,9830000
2021-01-26,6625.000000,6725.000000,6550.000000,6575.000000,6575.000000,12599500
2021-01-27,6575.000000,6675.000000,6525.000000,6550.000000,6550.000000,8761900
2021-01-28,6525.000000,6575.000000,6325.000000,6325.000000,6325.000000,11374700
2021-01-29,6425.000000,6550.000000,6050.000000,6050.000000,6050.000000,27088500
2021-02-01,6100.000000,6275.000000,6000.000000,6250.000000,6250.000000,13536900
2021-02-02,6300.000000,6475.000000,6250.000000,6325.000000,6325.000000,16938300
2021-02-03,6375.000000,6450.000000,6300.000000,6300.000000,6300.000000,10659800
2021-02-04,6300.000000,6350.000000,6275.000000,6325.000000,6325.000000,9622800
2021-02-05,6325.000000,6375.000000,6275.000000,6325.000000,6325.000000,7175100
2021-02-08,6325.000000,6375.000000,6225.000000,6250.000000,6250.000000,10698600
2021-02-09,6250.000000,6250.000000,6100.000000,6150.000000,6150.000000,16389300
2021-02-10,6175.000000,6225.000000,6125.000000,6125.000000,6125.000000,12959600
2021-02-11,6125.000000,6300.000000,6125.000000,6300.000000,6300.000000,9091500
2021-02-15,6325.000000,6350.000000,6150.000000,6150.000000,6150.000000,12525200
2021-02-16,6200.000000,6225.000000,6075.000000,6100.000000,6100.000000,15087800
2021-02-17,6175.000000,6175.000000,6075.000000,6100.000000,6100.000000,5738900
2021-02-18,6175.000000,6175.000000,6050.000000,6050.000000,6050.000000,8654700
2021-02-19,6050.000000,6125.000000,6025.000000,6075.000000,6075.000000,5309600
2021-02-22,6100.000000,6150.000000,6050.000000,6050.000000,6050.000000,8928400
2021-02-23,6075.000000,6100.000000,6000.000000,6050.000000,6050.000000,10874800
2021-02-24,6100.000000,6200.000000,6075.000000,6100.000000,6100.000000,11677000
2021-02-25,6175.000000,6175.000000,6100.000000,6125.000000,6125.000000,7496000
2021-02-26,6125.000000,6150.000000,6050.000000,6050.000000,6050.000000,21120400
2021-03-01,6100.000000,6125.000000,6050.000000,6100.000000,6100.000000,9537900
2021-03-02,6150.000000,6300.000000,6125.000000,6275.000000,6275.000000,16995000
2021-03-03,6300.000000,6350.000000,6200.000000,6300.000000,6300.000000,14417200
2021-03-04,6300.000000,6300.000000,6175.000000,6200.000000,6200.000000,10535500
2021-03-05,6100.000000,6225.000000,6100.000000,6125.000000,6125.000000,10281700
2021-03-08,6200.000000,6250.000000,6150.000000,6175.000000,6175.000000,8327900
2021-03-09,6250.000000,6275.000000,6150.000000,6200.000000,6200.000000,11669300
2021-03-10,6250.000000,6400.000000,6200.000000,6400.000000,6400.000000,12830000
2021-03-12,6425.000000,6475.000000,6350.000000,6375.000000,6375.000000,13809200
2021-03-15,6400.000000,6450.000000,6375.000000,6400.000000,6400.000000,7742700
2021-03-16,6450.000000,6475.000000,6400.000000,6400.000000,6400.000000,4449100
2021-03-17,6475.000000,6475.000000,6350.000000,6350.000000,6350.000000,5487400
2021-03-18,6400.000000,6425.000000,6300.000000,6300.000000,6300.000000,9918000
2021-03-19,6300.000000,6500.000000,6275.000000,6500.000000,6500.000000,18918100
2021-03-22,6500.000000,6550.000000,6325.000000,6350.000000,6350.000000,12601900
2021-03-23,6525.000000,6750.000000,6525.000000,6675.000000,6675.000000,30644300
2021-03-24,6675.000000,6725.000000,6575.000000,6725.000000,6725.000000,14817700
2021-03-25,6725.000000,6750.000000,6500.000000,6625.000000,6625.000000,15252100
2021-03-26,6650.000000,6775.000000,6550.000000,6750.000000,6750.000000,14473700
2021-03-29,6775.000000,6800.000000,6675.000000,6800.000000,6800.000000,8711200
2021-03-30,6800.000000,6825.000000,6625.000000,6700.000000,6700.000000,8013900
2021-03-31,6725.000000,6725.000000,6425.000000,6600.000000,6600.000000,14076000
2021-04-01,6600.000000,6750.000000,6525.000000,6725.000000,6725.000000,10400800
2021-04-05,6800.000000,6800.000000,6650.000000,6650.000000,6650.000000,8378100
2021-04-06,6725.000000,6775.000000,6625.000000,6750.000000,6750.000000,7035000
2021-04-07,6800.000000,6800.000000,6675.000000,6775.000000,6775.000000,4626500
2021-04-08,6700.000000,6750.000000,6650.000000,6675.000000,6675.000000,6318100
2021-04-09,6650.000000,6700.000000,6600.000000,6600.000000,6600.000000,5953200
2021-04-12,6600.000000,6700.000000,6525.000000,6600.000000,6600.000000,8463900
2021-04-13,6625.000000,6650.000000,6525.000000,6575.000000,6575.000000,7908500
2021-04-14,6600.000000,6625.000000,6550.000000,6575.000000,6575.000000,2736900
2021-04-15,6550.000000,6650.000000,6500.000000,6650.000000,6650.000000,4067600
2021-04-16,6625.000000,6750.000000,6575.000000,6700.000000,6700.000000,8024700
2021-04-19,6750.000000,6775.000000,6675.000000,6750.000000,6750.000000,6456700
2021-04-20,6700.000000,6750.000000,6675.000000,6750.000000,6750.000000,4485900
2021-04-21,6725.000000,6800.000000,6700.000000,6775.000000,6775.000000,5957600
2021-04-22,6800.000000,6800.000000,6675.000000,6675.000000,6675.000000,5354200
2021-04-23,6675.000000,6750.000000,6650.000000,6750.000000,6750.000000,4746700
2021-04-26,6750.000000,6750.000000,6650.000000,6675.000000,6675.000000,5724200
2021-04-27,6650.000000,6700.000000,6525.000000,6525.000000,6525.000000,6433900
2021-04-28,6550.000000,6675.000000,6525.000000,6675.000000,6675.000000,4379400
2021-04-29,6675.000000,6675.000000,6525.000000,6525.000000,6525.000000,7824600
2021-04-30,6575.000000,6600.000000,6500.000000,6525.000000,6525.000000,4426900
2021-05-03,6525.000000,6550.000000,6450.000000,6475.000000,6475.000000,5685300
2021-05-04,6500.000000,6575.000000,6450.000000,6575.000000,6575.000000,2921300
2021-05-05,6600.000000,6600.000000,6500.000000,6500.000000,6500.000000,3234600
2021-05-06,6525.000000,6575.000000,6500.000000,6550.000000,6550.000000,3749600
2021-05-07,6500.000000,6575.000000,6500.000000,6500.000000,6500.000000,3537800
2021-05-10,6525.000000,6650.000000,6525.000000,6575.000000,6575.000000,7849700
2021-05-11,6575.000000,6650.000000,6525.000000,6575.000000,6575.000000,7528400
2021-05-17,6600.000000,6625.000000,6325.000000,6350.000000,6350.000000,12918300
2021-05-18,6350.000000,6450.000000,6350.000000,6375.000000,6375.000000,5181000
2021-05-19,6375.000000,6450.000000,6350.000000,6375.000000,6375.000000,6071500
2021-05-20,6400.000000,6475.000000,6300.000000,6375.000000,6375.000000,6549800
2021-05-21,6375.000000,6425.000000,6325.000000,6350.000000,6350.000000,4549500
2021-05-24,6350.000000,6350.000000,6225.000000,6275.000000,6275.000000,6645400
2021-05-25,6275.000000,6325.000000,6225.000000,6300.000000,6300.000000,9217600
2021-05-27,6325.000000,6375.000000,6250.000000,6250.000000,6250.000000,19375100
2021-05-28,6225.000000,6300.000000,6125.000000,6225.000000,6225.000000,11134300
2021-05-31,6225.000000,6350.000000,6200.000000,6350.000000,6350.000000,7281000
2021-06-02,6400.000000,6475.000000,6375.000000,6450.000000,6450.000000,8305600
2021-06-03,6450.000000,6675.000000,6400.000000,6675.000000,6675.000000,9230800
2021-06-04,6600.000000,6625.000000,6450.000000,6575.000000,6575.000000,7798700
2021-06-07,6575.000000,6575.000000,6400.000000,6575.000000,6575.000000,5807400
2021-06-08,6525.000000,6550.000000,6375.000000,6375.000000,6375.000000,5824900
2021-06-09,6375.000000,6375.000000,6250.000000,6275.000000,6275.000000,8710600
2021-06-10,6275.000000,6325.000000,6250.000000,6250.000000,6250.000000,7499200
2021-06-11,6300.000000,6325.000000,6250.000000,6275.000000,6275.000000,5349300
2021-06-14,6300.000000,6325.000000,6250.000000,6275.000000,6275.000000,1774100
2021-06-15,6275.000000,6300.000000,6250.000000,6250.000000,6250.000000,6205400
2021-06-16,6250.000000,6375.000000,6250.000000,6275.000000,6275.000000,3877900
2021-06-17,6275.000000,6300.000000,6225.000000,6250.000000,6250.000000,3618300
2021-06-18,6250.000000,6250.000000,5975.000000,5975.000000,5975.000000,31608600
2021-06-21,5750.000000,6100.000000,5750.000000,6025.000000,6025.000000,7919800
2021-06-22,6075.000000,6275.000000,6075.000000,6175.000000,6175.000000,7005100
2021-06-23,6175.000000,6225.000000,6025.000000,6025.000000,6025.000000,8020900
2021-06-24,6025.000000,6050.000000,5925.000000,5975.000000,5975.000000,7558400
2021-06-25,5975.000000,6150.000000,5975.000000,6050.000000,6050.000000,4983500
2021-06-28,6050.000000,6100.000000,6000.000000,6000.000000,6000.000000,4362200
2021-06-29,6025.000000,6250.000000,6000.000000,6225.000000,6225.000000,11014600
2021-06-30,6225.000000,6250.000000,6150.000000,6175.000000,6175.000000,6063400
2021-07-01,6300.000000,6600.000000,6300.000000,6550.000000,6550.000000,25772000
2021-07-02,6600.000000,6650.000000,6475.000000,6575.000000,6575.000000,13176700
2021-07-05,6575.000000,6650.000000,6400.000000,6450.000000,6450.000000,9409300
2021-07-06,6500.000000,6500.000000,6400.000000,6450.000000,6450.000000,5961000
2021-07-07,6475.000000,6575.000000,6425.000000,6450.000000,6450.000000,8760800
2021-07-08,6450.000000,6525.000000,6425.000000,6425.000000,6425.000000,6331800
2021-07-09,6425.000000,6575.000000,6375.000000,6475.000000,6475.000000,6737800
2021-07-12,6500.000000,6625.000000,6500.000000,6600.000000,6600.000000,6033900
2021-07-13,6600.000000,6700.000000,6575.000000,6625.000000,6625.000000,9462600
2021-07-14,6625.000000,6625.000000,6525.000000,6625.000000,6625.000000,9076900
2021-07-15,6650.000000,6700.000000,6575.000000,6675.000000,6675.000000,6065800
2021-07-16,6675.000000,6700.000000,6525.000000,6625.000000,6625.000000,5581900
2021-07-19,6625.000000,6675.000000,6550.000000,6650.000000,6650.000000,6565300
2021-07-21,6650.000000,6675.000000,6500.000000,6525.000000,6525.000000,8853700
2021-07-22,6525.000000,6575.000000,6475.000000,6525.000000,6525.000000,6293400
2021-07-23,6525.000000,6575.000000,6450.000000,6475.000000,6475.000000,6496900
2021-07-26,6475.000000,6550.000000,6475.000000,6550.000000,6550.000000,851000
